,0
6578,then why dont you try and get her back ay what are you doing
6579,aye and thats all you can think about isnt it the tardis well you can all stand around doing nothing im sick to death of it
6580,to be by myself for a bit do you mind
6581,well are you sure you didnt go a little too far doctor
6582,oh very well doctor if youre sure
6583,im off to hunt a few ghosties mollie
6584,and then transformed into thought patterns on silver wire a wonderful creation  dalek1
6585,we shall watch your every move
6586,the daleks are afraid of nothing and noone
6587,human weakness
6588,we do not trust you what thoughts are you using now
6589,what is the significance of this thought pattern
6590,introductions in a moment if you please first id like to make us a little bit more secure kemel if we lash this bedstead across the door it might just hold rope thats it we could do with a chest against it im thinking another one on top ay well now they cant get in and we cant get out so where does that put us oh jamie mccrimmon i er i came to give you this
6591,no i wont i very rarely touch it
6592,no thank you
6593,no you seem determined to involve me
6594,this is a large house i prefer my own company
6595,yes possibly no doubt you will enjoy your libation in one of the other rooms
6596,shouldnt you be helping waterfield and maxtible with their experiment
6597,about what pray
6598,do i know what
6599,i dine alone
6600,you seem to be a devotee of edgar allan poe
6601,nor to meddle in affairs which are none of your business
6602,doctor excuse me youre wanted
6603,doctor no doubt youre a keen student of human nature but some things are better left alone
6604,i will bring victoria to you
6605,the human factor
6606,in there
6607,so the end is in sight
6608,what happens when the capsule comes into contact with the brain of the dalek and starts to influence it
6609,or turn them into superbeings
6610,you have completed the experiment
6611,stand in front of the cabinet and speak when you have finished
6612,doctor
6613,you cant you mustnt do it
6614,you must stop the experiment
6615,i know
6616,but before its too late
6617,yes but what are we doing what are we really doing turning these creatures into superbeings
6618,adding all that is best and finest in human nature to all that is brilliant and superior in them theyll be unbeatable
6619,but youre making over the whole world to them dont you realise that our world our future they will enslave us for all time
6620,and sacrifice a whole world a history past present and future destroy an entire race
6621,please i implore you stop it
6622,arthur are you all right whats happened to him
6623,what do you mean
6624,yes
6625,but doctor oh mollie
6626,the creatures
6627,theres danger i tell you some kind of danger
6628,the house the creatures abroad
6629,yes i think so wait theres something at the back of my mind victoria waterfield i feel ive harmed her in some way
6630,you youre positive
6631,yes if thats what you want ill find ruth by the stables
6632,well thats fine for ruth maxtible but you lied about victoria
6633,turn around pick up the human female obey obey hurry hurry move into the cabinet obey move
6634,och dont touch me
6635,anyone would think this was a little game
6636,of course it isnt doctor people have died the daleks are all over the place fit to murder the lot of us and all you can say is youve had a good nights work
6637,no doctor look im telling you this you and me were finished youre just too callous for me anything goes by the board anything at all
6638,och words what do i care about words you dont give that much for a living soul except yourself
6639,i dont know did you look doctor just whose side are you on
6640,friends
6641,well how do you know they havent succeeded
6642,how do you know you can trust them doctor
6643,doctor where are they taking you
6644,a rather amusing little game dont you think jamie
6645,trains trains trains trains
6646,dizzy dizzy dizzy doctor
6647,im glad you are so easily amused
6648,well i congratulate you doctor they are almost human
6649,and i will now leave you to your little games
6650,well how old are they now doctor mentally
6651,who is this
