,x,y
11307,5 minus 49,-44
11308,55 minus 1,54
11309,68 subtract 18,50
11310,6 plus 61,67
11311,17 add 57,74
11312,20 minus 22,-2
11313,88 minus 78,10
11314,40 minus 6,34
11315,38 subtract 38,0
11316,57 minus 81,-24
11317,72 subtract 5,67
11318,62 plus 57,119
11319,43 plus 47,90
11320,59 add 27,86
11321,13 add 1,14
11322,81 minus 28,53
11323,29 plus 78,107
11324,47 add 9,56
11325,30 subtract 71,-41
11326,37 subtract 43,-6
11327,74 plus 100,174
11328,4 subtract 50,-46
11329,1 add 58,59
11330,80 subtract 40,40
11331,57 subtract 39,18
11332,37 minus 64,-27
11333,84 subtract 48,36
11334,27 plus 44,71
11335,1 subtract 17,-16
11336,76 subtract 100,-24
11337,19 add 74,93
11338,42 minus 68,-26
11339,44 plus 69,113
11340,90 minus 12,78
11341,71 plus 95,166
11342,12 add 1,13
11343,81 subtract 38,43
11344,21 plus 100,121
11345,26 subtract 35,-9
11346,17 add 34,51
11347,31 subtract 65,-34
11348,43 plus 6,49
11349,90 minus 54,36
11350,94 plus 46,140
11351,57 add 6,63
11352,5 plus 81,86
11353,35 add 88,123
11354,90 plus 84,174
11355,87 minus 58,29
11356,88 minus 99,-11
11357,40 plus 1,41
11358,70 minus 25,45
11359,1 minus 23,-22
11360,27 minus 73,-46
11361,90 plus 46,136
11362,76 plus 46,122
11363,52 minus 1,51
11364,1 plus 47,48
11365,11 plus 90,101
11366,51 subtract 45,6
11367,2 plus 81,83
11368,4 subtract 86,-82
11369,83 plus 87,170
11370,15 minus 41,-26
11371,59 plus 43,102
11372,1 add 67,68
11373,78 add 36,114
11374,96 subtract 2,94
11375,18 minus 58,-40
11376,87 minus 15,72
11377,15 subtract 34,-19
11378,26 minus 74,-48
11379,56 minus 75,-19
11380,36 plus 52,88
11381,72 minus 31,41
11382,42 minus 53,-11
11383,23 plus 23,46
11384,6 minus 95,-89
11385,44 subtract 88,-44
11386,75 minus 60,15
11387,18 subtract 19,-1
11388,52 add 27,79
11389,30 add 70,100
11390,39 plus 2,41
11391,64 add 84,148
11392,89 subtract 35,54
11393,97 subtract 88,9
11394,50 subtract 50,0
11395,36 add 11,47
11396,76 minus 3,73
11397,13 subtract 24,-11
11398,82 add 8,90
11399,36 subtract 63,-27
11400,78 subtract 19,59
11401,54 subtract 95,-41
11402,16 minus 97,-81
11403,55 minus 90,-35
11404,56 subtract 61,-5
11405,48 add 63,111
11406,37 plus 81,118
11407,47 subtract 57,-10
11408,47 plus 52,99
11409,60 subtract 52,8
11410,37 add 77,114
11411,6 plus 48,54
11412,37 minus 14,23
11413,52 add 43,95
11414,45 subtract 46,-1
11415,57 plus 94,151
11416,48 add 6,54
11417,80 plus 43,123
11418,40 add 63,103
11419,79 minus 77,2
11420,85 add 46,131
11421,87 plus 46,133
11422,97 plus 52,149
11423,38 minus 22,16
11424,51 add 17,68
11425,80 add 78,158
11426,46 minus 41,5
11427,77 add 40,117
11428,72 add 48,120
11429,70 add 76,146
11430,47 subtract 64,-17
11431,70 subtract 61,9
11432,8 plus 79,87
11433,65 plus 90,155
11434,73 add 93,166
11435,27 minus 38,-11
11436,37 add 20,57
11437,34 minus 75,-41
11438,76 add 63,139
11439,72 plus 93,165
11440,86 add 30,116
11441,92 subtract 12,80
11442,42 add 46,88
11443,35 plus 38,73
11444,76 minus 90,-14
11445,11 minus 35,-24
11446,88 subtract 58,30
11447,28 add 86,114
11448,34 subtract 100,-66
11449,93 plus 74,167
11450,47 minus 80,-33
11451,91 subtract 64,27
11452,87 minus 7,80
11453,75 subtract 72,3
11454,56 subtract 55,1
11455,100 plus 6,106
11456,96 minus 78,18
11457,6 minus 20,-14
11458,83 subtract 68,15
11459,2 plus 28,30
11460,74 plus 79,153
11461,22 add 95,117
11462,16 add 31,47
11463,76 subtract 31,45
11464,33 subtract 12,21
11465,53 add 76,129
11466,77 add 74,151
11467,21 minus 58,-37
11468,39 subtract 91,-52
11469,44 add 99,143
11470,10 add 29,39
11471,44 subtract 53,-9
11472,63 add 90,153
11473,75 minus 76,-1
11474,79 plus 21,100
11475,4 plus 97,101
11476,12 minus 11,1
11477,9 add 28,37
11478,7 add 81,88
11479,57 subtract 76,-19
11480,33 subtract 90,-57
11481,89 minus 61,28
11482,26 minus 85,-59
11483,32 add 85,117
11484,32 add 73,105
11485,37 minus 20,17
11486,25 subtract 1,24
11487,95 add 3,98
11488,73 add 16,89
11489,76 plus 10,86
11490,79 minus 93,-14
11491,96 minus 84,12
11492,20 minus 92,-72
11493,33 plus 42,75
11494,26 subtract 67,-41
11495,6 minus 5,1
11496,72 subtract 57,15
11497,6 plus 81,87
11498,35 add 81,116
11499,19 subtract 70,-51
11500,21 plus 36,57
11501,66 subtract 89,-23
11502,24 minus 99,-75
11503,74 add 60,134
11504,71 plus 85,156
11505,72 subtract 25,47
11506,42 add 68,110
11507,88 subtract 15,73
11508,80 plus 27,107
11509,59 subtract 2,57
11510,94 subtract 17,77
11511,52 subtract 86,-34
11512,82 subtract 100,-18
11513,55 subtract 20,35
11514,37 subtract 33,4
11515,7 plus 59,66
11516,13 add 88,101
11517,78 subtract 68,10
11518,74 add 95,169
11519,72 subtract 34,38
11520,41 plus 48,89
11521,17 add 5,22
11522,55 minus 63,-8
11523,38 plus 51,89
11524,65 minus 5,60
11525,97 minus 1,96
11526,61 plus 49,110
11527,47 add 93,140
11528,48 subtract 56,-8
11529,15 add 35,50
11530,17 minus 65,-48
11531,47 minus 2,45
11532,43 plus 23,66
11533,15 add 57,72
11534,64 add 62,126
11535,14 add 89,103
11536,16 minus 60,-44
11537,91 add 40,131
11538,93 minus 32,61
11539,87 minus 26,61
11540,13 plus 88,101
11541,45 minus 98,-53
11542,67 subtract 86,-19
11543,60 plus 58,118
11544,12 subtract 92,-80
11545,67 subtract 60,7
11546,32 plus 10,42
11547,57 add 93,150
11548,42 minus 98,-56
11549,64 add 33,97
11550,37 minus 39,-2
11551,3 add 99,102
11552,28 subtract 23,5
11553,73 add 32,105
11554,14 minus 84,-70
11555,3 plus 93,96
11556,81 subtract 77,4
11557,27 add 32,59
11558,80 plus 76,156
11559,76 plus 29,105
11560,71 plus 87,158
11561,34 add 73,107
11562,23 subtract 42,-19
11563,83 plus 24,107
11564,84 plus 43,127
11565,47 minus 15,32
11566,47 add 77,124
11567,99 subtract 26,73
11568,72 plus 26,98
11569,60 plus 50,110
11570,36 plus 18,54
11571,48 minus 20,28
11572,27 minus 54,-27
11573,56 minus 28,28
11574,7 subtract 89,-82
11575,57 subtract 46,11
11576,81 subtract 73,8
11577,29 add 59,88
11578,76 minus 20,56
11579,92 plus 59,151
11580,94 subtract 100,-6
11581,43 add 75,118
11582,2 subtract 8,-6
11583,11 add 54,65
11584,33 plus 96,129
11585,77 subtract 19,58
11586,5 plus 10,15
11587,53 plus 89,142
11588,51 plus 6,57
11589,9 add 33,42
11590,28 add 84,112
11591,87 subtract 1,86
11592,75 plus 62,137
11593,26 plus 7,33
11594,40 minus 74,-34
11595,22 add 13,35
11596,38 add 8,46
11597,88 minus 88,0
11598,42 plus 86,128
11599,37 add 20,57
11600,49 plus 73,122
11601,13 subtract 31,-18
11602,100 plus 14,114
11603,60 add 51,111
11604,47 subtract 99,-52
11605,87 subtract 100,-13
11606,15 add 34,49
11607,54 plus 45,99
11608,99 minus 78,21
11609,30 subtract 3,27
11610,58 minus 79,-21
11611,16 plus 45,61
11612,49 plus 58,107
11613,15 subtract 88,-73
11614,11 add 87,98
11615,12 plus 89,101
11616,8 minus 93,-85
11617,49 minus 82,-33
11618,76 minus 75,1
11619,83 minus 39,44
11620,79 plus 86,165
11621,14 minus 53,-39
11622,15 subtract 37,-22
11623,46 subtract 19,27
11624,8 plus 44,52
11625,52 minus 50,2
11626,94 subtract 8,86
11627,96 minus 93,3
11628,28 subtract 83,-55
11629,43 minus 5,38
11630,84 add 99,183
11631,63 minus 82,-19
11632,73 subtract 9,64
11633,88 minus 62,26
11634,7 add 14,21
11635,76 subtract 7,69
11636,16 subtract 44,-28
11637,31 plus 94,125
11638,65 plus 99,164
11639,13 plus 65,78
11640,85 add 48,133
11641,36 plus 10,46
11642,60 plus 40,100
11643,25 plus 22,47
11644,80 subtract 34,46
11645,6 subtract 12,-6
11646,59 minus 55,4
11647,70 subtract 95,-25
11648,66 subtract 91,-25
11649,34 plus 40,74
11650,72 plus 16,88
11651,48 plus 94,142
11652,18 add 30,48
11653,63 subtract 1,62
11654,91 plus 90,181
11655,20 plus 83,103
11656,6 minus 88,-82
11657,40 subtract 77,-37
11658,35 add 92,127
11659,2 minus 25,-23
11660,83 subtract 45,38
11661,71 add 31,102
11662,16 add 88,104
11663,38 minus 69,-31
11664,95 add 17,112
11665,36 add 12,48
11666,62 add 1,63
11667,18 add 92,110
11668,35 minus 76,-41
11669,72 add 77,149
11670,41 subtract 56,-15
11671,92 minus 75,17
11672,62 plus 14,76
11673,24 subtract 2,22
11674,48 subtract 63,-15
11675,49 subtract 90,-41
11676,36 minus 8,28
11677,64 plus 90,154
11678,52 add 77,129
11679,98 add 35,133
11680,76 add 50,126
11681,61 subtract 83,-22
11682,92 add 90,182
11683,59 add 28,87
11684,54 subtract 92,-38
11685,16 minus 35,-19
11686,41 plus 52,93
11687,51 plus 83,134
11688,26 subtract 62,-36
11689,73 add 56,129
11690,89 add 27,116
11691,95 plus 5,100
11692,46 subtract 91,-45
11693,3 add 62,65
11694,61 add 37,98
11695,21 minus 8,13
11696,60 subtract 76,-16
11697,42 plus 14,56
11698,48 minus 31,17
11699,49 subtract 46,3
11700,11 subtract 97,-86
11701,84 add 83,167
11702,69 add 19,88
11703,90 plus 65,155
11704,74 minus 49,25
11705,10 minus 88,-78
11706,99 subtract 81,18
11707,87 subtract 77,10
11708,80 add 13,93
11709,64 add 61,125
11710,31 add 20,51
11711,96 minus 63,33
11712,58 subtract 1,57
11713,50 add 6,56
11714,7 subtract 97,-90
11715,34 minus 67,-33
11716,82 subtract 42,40
11717,89 plus 57,146
11718,68 subtract 22,46
11719,26 add 94,120
11720,52 minus 46,6
11721,54 subtract 66,-12
11722,45 minus 28,17
11723,97 subtract 90,7
11724,17 add 70,87
11725,50 minus 46,4
11726,100 minus 7,93
11727,35 add 97,132
11728,21 add 46,67
11729,92 subtract 34,58
11730,6 plus 69,75
11731,52 subtract 87,-35
11732,12 add 58,70
11733,59 minus 90,-31
11734,54 add 36,90
11735,43 subtract 85,-42
11736,37 add 30,67
11737,87 minus 1,86
11738,91 subtract 49,42
11739,31 add 90,121
11740,15 minus 9,6
11741,58 plus 96,154
11742,96 plus 88,184
11743,38 add 43,81
11744,53 add 40,93
11745,66 add 38,104
11746,35 plus 31,66
11747,93 minus 71,22
11748,10 minus 27,-17
11749,13 add 55,68
11750,53 minus 6,47
11751,10 minus 41,-31
11752,43 plus 38,81
11753,69 minus 94,-25
11754,97 minus 34,63
11755,22 add 99,121
11756,15 minus 3,12
11757,26 plus 3,29
11758,6 plus 6,12
11759,4 minus 62,-58
11760,57 plus 57,114
11761,26 minus 23,3
11762,87 subtract 71,16
11763,63 add 74,137
11764,65 plus 55,120
11765,85 subtract 7,78
11766,15 subtract 58,-43
11767,54 add 65,119
11768,98 minus 49,49
11769,27 add 54,81
11770,87 subtract 41,46
11771,21 minus 49,-28
11772,71 add 91,162
11773,47 subtract 41,6
11774,23 plus 65,88
11775,53 plus 51,104
11776,78 add 95,173
11777,90 add 83,173
11778,72 minus 79,-7
11779,5 minus 83,-78
11780,82 minus 64,18
11781,95 plus 29,124
11782,40 add 14,54
11783,7 add 55,62
11784,97 add 35,132
11785,32 subtract 20,12
11786,23 plus 3,26
11787,45 subtract 16,29
11788,31 minus 88,-57
11789,76 plus 72,148
11790,63 minus 29,34
11791,45 add 82,127
11792,12 subtract 33,-21
11793,17 minus 25,-8
11794,47 subtract 80,-33
11795,63 minus 6,57
11796,66 add 30,96
11797,55 add 50,105
11798,44 subtract 73,-29
11799,2 add 99,101
11800,96 minus 100,-4
11801,68 add 16,84
11802,100 add 91,191
11803,70 subtract 3,67
11804,92 add 19,111
11805,35 minus 46,-11
11806,86 subtract 2,84
11807,51 plus 71,122
11808,27 plus 42,69
11809,98 plus 36,134
11810,4 minus 60,-56
11811,78 subtract 85,-7
11812,9 minus 53,-44
11813,23 minus 7,16
11814,22 subtract 62,-40
11815,97 add 95,192
11816,30 subtract 70,-40
11817,87 plus 77,164
11818,74 minus 1,73
11819,89 subtract 40,49
11820,88 add 51,139
11821,48 subtract 89,-41
11822,87 subtract 60,27
11823,25 subtract 2,23
11824,18 add 52,70
11825,35 add 38,73
11826,16 subtract 49,-33
11827,14 minus 30,-16
11828,15 minus 97,-82
11829,13 minus 53,-40
11830,95 plus 21,116
11831,3 minus 70,-67
11832,86 minus 57,29
11833,87 subtract 72,15
11834,40 plus 41,81
11835,81 add 42,123
11836,74 plus 60,134
11837,80 plus 60,140
11838,54 plus 27,81
11839,43 subtract 13,30
11840,4 plus 72,76
11841,80 add 74,154
11842,79 add 76,155
11843,100 minus 98,2
11844,87 add 51,138
11845,48 minus 79,-31
11846,30 add 54,84
11847,37 minus 85,-48
11848,99 plus 60,159
11849,40 minus 61,-21
11850,38 minus 13,25
11851,77 add 81,158
11852,13 subtract 89,-76
11853,30 plus 23,53
11854,89 add 17,106
11855,84 add 12,96
11856,12 plus 61,73
11857,83 plus 78,161
11858,47 minus 47,0
11859,47 plus 11,58
11860,11 minus 33,-22
11861,31 subtract 49,-18
11862,53 plus 35,88
11863,91 plus 26,117
11864,46 minus 80,-34
11865,64 add 41,105
11866,52 add 69,121
11867,50 minus 61,-11
11868,21 subtract 85,-64
11869,28 add 90,118
11870,41 plus 41,82
11871,4 plus 54,58
11872,97 subtract 55,42
11873,44 subtract 99,-55
11874,23 add 51,74
11875,72 subtract 80,-8
11876,78 minus 29,49
11877,73 add 60,133
11878,80 plus 52,132
11879,15 add 60,75
11880,89 plus 17,106
11881,74 plus 98,172
11882,1 add 65,66
11883,77 subtract 43,34
11884,56 minus 32,24
11885,100 plus 2,102
11886,11 minus 99,-88
11887,66 minus 11,55
11888,31 add 8,39
11889,52 plus 28,80
11890,80 add 31,111
11891,71 plus 13,84
11892,24 minus 68,-44
11893,47 minus 32,15
11894,58 plus 58,116
11895,24 subtract 65,-41
11896,50 minus 79,-29
11897,23 plus 11,34
11898,86 add 21,107
11899,59 minus 54,5
11900,60 add 15,75
11901,84 plus 32,116
11902,39 plus 92,131
11903,28 plus 67,95
11904,25 add 6,31
11905,54 add 75,129
11906,93 minus 86,7
11907,18 minus 10,8
11908,14 minus 59,-45
11909,97 subtract 55,42
11910,43 add 52,95
11911,77 subtract 51,26
11912,95 add 20,115
11913,74 add 6,80
11914,6 add 27,33
11915,64 minus 9,55
11916,50 minus 71,-21
11917,42 subtract 16,26
11918,47 plus 52,99
11919,22 subtract 7,15
11920,51 subtract 19,32
11921,54 subtract 5,49
11922,17 subtract 40,-23
11923,2 subtract 4,-2
11924,10 add 65,75
11925,31 add 57,88
11926,23 subtract 27,-4
11927,41 add 58,99
11928,64 plus 46,110
11929,38 subtract 34,4
11930,77 minus 89,-12
11931,20 add 9,29
11932,2 minus 21,-19
11933,19 plus 66,85
11934,98 add 15,113
11935,78 minus 61,17
11936,20 subtract 25,-5
11937,3 subtract 54,-51
11938,33 add 94,127
11939,23 add 54,77
11940,75 subtract 42,33
11941,40 minus 63,-23
11942,68 subtract 57,11
11943,90 subtract 50,40
11944,43 subtract 53,-10
11945,87 subtract 47,40
11946,79 subtract 5,74
11947,29 plus 66,95
11948,87 add 59,146
11949,94 minus 47,47
11950,42 minus 63,-21
11951,63 plus 78,141
11952,11 minus 16,-5
11953,9 add 32,41
11954,5 minus 6,-1
11955,66 subtract 7,59
11956,97 plus 36,133
11957,28 subtract 77,-49
11958,11 add 25,36
11959,92 plus 63,155
11960,41 subtract 20,21
11961,76 plus 26,102
11962,30 minus 99,-69
11963,59 minus 9,50
11964,11 subtract 4,7
11965,43 subtract 63,-20
11966,11 plus 90,101
11967,10 subtract 18,-8
11968,74 subtract 22,52
11969,25 add 94,119
11970,98 add 68,166
11971,89 minus 69,20
11972,3 subtract 99,-96
11973,80 minus 5,75
11974,26 subtract 90,-64
11975,34 subtract 85,-51
11976,38 add 55,93
11977,100 add 31,131
11978,5 plus 33,38
11979,55 subtract 88,-33
11980,51 add 90,141
11981,23 subtract 10,13
11982,19 minus 83,-64
11983,18 plus 75,93
11984,45 minus 11,34
11985,17 add 93,110
11986,45 subtract 31,14
11987,39 subtract 70,-31
11988,99 minus 61,38
11989,99 plus 59,158
11990,60 plus 34,94
11991,55 subtract 59,-4
11992,47 add 39,86
11993,36 subtract 74,-38
11994,32 subtract 66,-34
11995,79 subtract 19,60
11996,94 minus 65,29
11997,34 add 48,82
11998,31 subtract 31,0
11999,34 add 98,132
12000,63 plus 3,66
12001,41 plus 37,78
12002,26 subtract 31,-5
12003,21 add 66,87
12004,57 add 53,110
12005,3 plus 19,22
12006,87 subtract 27,60
12007,57 minus 13,44
12008,69 minus 52,17
12009,40 minus 29,11
12010,66 plus 12,78
12011,10 subtract 2,8
12012,58 subtract 11,47
12013,47 plus 6,53
12014,68 plus 64,132
12015,66 plus 77,143
12016,76 plus 41,117
12017,3 minus 20,-17
12018,4 subtract 88,-84
12019,6 minus 24,-18
12020,81 add 84,165
12021,86 minus 41,45
12022,21 minus 54,-33
12023,52 minus 6,46
12024,20 add 50,70
12025,41 plus 54,95
12026,26 add 39,65
12027,30 add 36,66
12028,17 minus 60,-43
12029,8 minus 45,-37
12030,95 add 41,136
12031,54 minus 20,34
12032,65 subtract 82,-17
12033,57 add 49,106
12034,23 minus 54,-31
12035,27 plus 31,58
12036,38 minus 24,14
12037,10 minus 43,-33
12038,44 minus 66,-22
12039,8 add 77,85
12040,34 plus 61,95
12041,95 minus 42,53
12042,1 plus 92,93
12043,94 minus 87,7
12044,15 subtract 43,-28
12045,66 plus 88,154
12046,89 minus 64,25
12047,87 subtract 44,43
12048,23 plus 74,97
12049,19 add 25,44
12050,77 subtract 67,10
12051,39 plus 40,79
12052,16 subtract 18,-2
12053,4 plus 70,74
12054,68 plus 87,155
12055,42 add 80,122
12056,79 subtract 86,-7
12057,82 subtract 43,39
12058,81 plus 1,82
12059,34 subtract 71,-37
12060,1 minus 59,-58
12061,97 subtract 31,66
12062,85 subtract 84,1
12063,70 plus 39,109
12064,57 subtract 97,-40
12065,77 minus 27,50
12066,98 add 73,171
12067,95 add 84,179
12068,65 plus 78,143
12069,70 subtract 97,-27
12070,56 add 7,63
12071,81 plus 73,154
12072,35 plus 81,116
12073,40 minus 22,18
12074,25 minus 23,2
12075,81 add 20,101
12076,46 subtract 43,3
12077,29 add 74,103
12078,20 subtract 53,-33
12079,80 plus 62,142
12080,62 add 5,67
12081,54 add 97,151
12082,38 minus 43,-5
12083,76 plus 70,146
12084,12 add 50,62
12085,39 minus 76,-37
12086,9 subtract 96,-87
12087,34 minus 60,-26
12088,13 plus 26,39
12089,42 minus 11,31
12090,90 subtract 87,3
12091,37 add 50,87
12092,61 add 31,92
12093,18 add 68,86
12094,64 add 84,148
12095,100 minus 60,40
12096,95 subtract 89,6
12097,93 minus 14,79
12098,21 add 88,109
12099,78 subtract 65,13
12100,60 add 44,104
12101,62 minus 61,1
12102,45 subtract 60,-15
12103,78 add 31,109
12104,17 plus 91,108
12105,40 add 18,58
12106,38 plus 6,44
12107,50 plus 43,93
12108,87 minus 81,6
12109,47 subtract 92,-45
12110,76 subtract 73,3
12111,25 add 100,125
12112,99 subtract 29,70
12113,59 subtract 37,22
12114,18 minus 86,-68
12115,58 minus 81,-23
12116,61 minus 52,9
12117,65 plus 15,80
12118,41 subtract 79,-38
12119,7 add 93,100
12120,68 subtract 94,-26
12121,95 minus 91,4
12122,11 subtract 11,0
12123,83 plus 57,140
12124,45 plus 28,73
12125,91 add 30,121
12126,16 plus 23,39
12127,21 subtract 47,-26
12128,66 plus 97,163
12129,5 minus 3,2
12130,6 plus 13,19
12131,92 add 84,176
12132,73 minus 15,58
12133,66 plus 93,159
12134,78 plus 78,156
12135,65 plus 49,114
12136,99 add 98,197
12137,30 minus 47,-17
12138,54 subtract 95,-41
12139,15 subtract 69,-54
12140,28 minus 98,-70
12141,53 plus 66,119
12142,100 plus 55,155
12143,15 plus 77,92
12144,47 plus 20,67
12145,44 add 88,132
12146,89 minus 18,71
12147,56 plus 94,150
12148,62 plus 88,150
12149,98 subtract 10,88
12150,87 plus 99,186
12151,90 subtract 67,23
12152,44 subtract 4,40
12153,36 plus 88,124
12154,73 plus 19,92
12155,62 minus 1,61
12156,86 minus 64,22
12157,47 minus 87,-40
12158,76 subtract 66,10
12159,41 subtract 26,15
12160,89 subtract 72,17
12161,33 plus 18,51
12162,95 subtract 35,60
12163,59 add 15,74
12164,13 plus 41,54
12165,81 plus 65,146
12166,43 add 2,45
12167,8 plus 87,95
12168,4 minus 61,-57
12169,31 minus 34,-3
12170,36 minus 6,30
12171,54 plus 59,113
12172,95 add 92,187
12173,97 plus 100,197
12174,29 minus 23,6
12175,81 plus 28,109
12176,83 minus 90,-7
12177,68 add 23,91
12178,99 subtract 84,15
12179,37 subtract 59,-22
12180,76 minus 28,48
12181,94 add 77,171
12182,95 minus 85,10
12183,19 plus 72,91
12184,97 plus 11,108
12185,6 minus 81,-75
12186,9 subtract 93,-84
12187,27 subtract 49,-22
12188,59 minus 81,-22
12189,74 minus 89,-15
12190,45 add 83,128
12191,54 plus 37,91
12192,9 minus 13,-4
12193,59 minus 81,-22
12194,5 subtract 14,-9
12195,99 add 28,127
12196,80 add 10,90
12197,75 subtract 45,30
12198,88 add 23,111
12199,36 plus 1,37
12200,70 add 62,132
12201,42 minus 10,32
12202,87 minus 35,52
12203,32 minus 33,-1
12204,3 subtract 99,-96
12205,39 plus 64,103
12206,29 add 11,40
12207,91 subtract 10,81
12208,89 subtract 78,11
12209,90 subtract 76,14
12210,24 minus 37,-13
12211,95 add 14,109
12212,99 add 5,104
12213,78 plus 61,139
12214,18 minus 51,-33
12215,73 minus 14,59
12216,44 minus 3,41
12217,82 add 44,126
12218,8 subtract 48,-40
12219,70 add 62,132
12220,6 minus 88,-82
12221,14 subtract 74,-60
12222,69 minus 58,11
12223,28 minus 69,-41
12224,10 minus 6,4
12225,90 add 25,115
12226,28 subtract 91,-63
12227,56 plus 96,152
12228,87 add 88,175
12229,34 plus 51,85
12230,32 add 22,54
12231,70 add 56,126
12232,23 minus 96,-73
12233,69 subtract 98,-29
12234,43 add 84,127
12235,24 add 9,33
12236,100 minus 87,13
12237,18 plus 17,35
12238,7 plus 57,64
12239,93 subtract 23,70
12240,8 subtract 21,-13
12241,88 minus 94,-6
12242,37 subtract 48,-11
12243,35 minus 48,-13
12244,11 minus 42,-31
12245,92 subtract 5,87
12246,22 add 87,109
12247,39 plus 54,93
12248,9 minus 3,6
12249,19 add 4,23
12250,97 minus 70,27
12251,33 plus 35,68
12252,94 plus 89,183
12253,52 plus 48,100
12254,73 subtract 83,-10
12255,73 plus 73,146
12256,63 minus 95,-32
12257,70 subtract 26,44
12258,4 minus 11,-7
12259,2 subtract 59,-57
12260,99 minus 91,8
12261,31 minus 46,-15
12262,9 add 25,34
12263,36 subtract 24,12
12264,72 add 68,140
12265,71 minus 86,-15
12266,95 add 99,194
12267,62 subtract 59,3
12268,34 minus 33,1
12269,72 plus 36,108
12270,98 add 61,159
12271,1 minus 2,-1
12272,18 plus 53,71
12273,95 add 40,135
12274,61 minus 69,-8
12275,69 subtract 32,37
12276,56 minus 23,33
12277,37 add 40,77
