,0
13109,grun youre a brave warrior what youre going to see now may amaze you but just you trust me
13110,haroon haroon haroon haroon harun haroon haroon harun haroon haroon harun haroon haroon harun haroon there you are grun yes hes quite under now not such a terrifying creature after all is he© right i think its about time that king peladon learned the truth dont you© come on aggedor come on old chap thats it come on aggedor thats it come on grun
13111,who dares challenge peladon
13112,kneel and pay homage to his sacred guardian
13113,and i speak for aggedor and i accuse you hepesh of being not only a traitor to your king but also to your sacred trust
13114,back back thats it back back
13115,tell your men to lay down their arms your leader is dead
13116,come on jo follow me ive got a nice surprise for you
13117,all right then
13118,some of peladons stout lads heaved here up the mountainside for us
13119,so do i jo so do i
13120,yes i think so
13121,no not yet but i will jo just give me time still now weve done what they wanted us to do i suppose theyll whip us straight back to earth
13122,dont worry its only aggedor
13123,the trouble is he seems to have grown rather fond of me he keeps following me about hello aggedor
13124,theres a good chap all right down aggedor down boy down i think id better go and lock him up
13125,come on come on aggedor
13126,your majesty oh excuse me sire but your court officials are in a state of considerable panic
13127,right well just see the ceremony and slip quietly away all right
13128,jo© you do want to come back
13129,pity about that i rather wanted to see that coronation
13130,queen victorias© ive already seen queen victorias
13131,all right  alpha
13132,there you are jo thats the masters permanent residence from now on
13133,okay
13134,right         trenchard
13135,well i suppose we could always come back later
13136,yes thank you
13137,what does
13138,it does indeed
13139,well look weve been through all that actually
13140,thats right yes
13141,that was the general idea
13142,if ever i get the opportunity has he given you any trouble as yet
13143,has he tried to hypnotise any of the guards by any chance
13144,my word hes putting on weight
13145,yes very impressive perhaps we could see him now yes
13146,yes well how are you
13147,thank you colonel
13148,very small colony wasnt it in fact i believe they claimed independence soon after he arrived
13149,you can consider yourself lucky quite a few people were in favour of having you executed
